dqn,date,km,moto
10PE688,2/21/2026,0,0
10PE688,2/22/2026,0,0
10PE688,2/23/2026,0,0
10PH459,2/1/2026,0,0
10PH459,2/2/2026,69.73,0
10PH459,2/3/2026,68.05,0
10PH459,2/4/2026,124.17,0
10PH459,2/5/2026,106.3,0
10PH459,2/6/2026,63.2,0
10PH459,2/7/2026,3.89,0
10PH459,2/8/2026,0,0
10PH459,2/9/2026,102.22,0
10PH459,2/10/2026,107.66,0
10PH459,2/11/2026,148.13,0
10PH459,2/12/2026,101.2,0
10PH459,2/13/2026,108.63,0
10PH459,2/14/2026,1.37,0
10PH459,2/15/2026,0,0
10PH459,2/16/2026,80.15,0
10PH459,2/17/2026,79.39,0
10PH459,2/18/2026,176.67,0
10PH459,2/19/2026,125.71,0
10PH459,2/20/2026,129.46,0
10PH459,2/21/2026,48.83,0
10PH459,2/22/2026,0,0
10PH459,2/23/2026,0,0
90AD884,2/1/2026,0,0
90AD884,2/2/2026,130.55,0
90AD884,2/3/2026,61.87,0
90AD884,2/4/2026,79.18,0
90AD884,2/5/2026,257.55,0
90AD884,2/6/2026,86.9,0
90AD884,2/7/2026,0,0
90AD884,2/8/2026,0,0
90AD884,2/9/2026,83.16,0
90AD884,2/10/2026,79.83,0
90AD884,2/11/2026,73.04,0
90AD884,2/12/2026,125.77,0
90AD884,2/13/2026,90.24,0
90AD884,2/14/2026,0.22,0
90AD884,2/15/2026,0,0
90AD884,2/16/2026,152.03,0
90AD884,2/17/2026,127.04,0
90AD884,2/18/2026,167.58,0
90AD884,2/19/2026,216.91,0
90AD884,2/20/2026,80.26,0
90AD884,2/21/2026,0,0
90AD884,2/22/2026,0,0
90AD884,2/23/2026,18.51,0
10PX238,2/1/2026,165.8,0
10PX238,2/2/2026,126.08,0
10PX238,2/3/2026,53.76,0
10PX238,2/4/2026,159.79,0
10PX238,2/5/2026,164.53,0
10PX238,2/6/2026,143.77,0
10PX238,2/7/2026,59.02,0
10PX238,2/8/2026,178.36,0
10PX238,2/9/2026,124.55,0
10PX238,2/10/2026,153.74,0
10PX238,2/11/2026,110.33,0
10PX238,2/12/2026,156.5,0
10PX238,2/13/2026,139.28,0
10PX238,2/14/2026,157.22,0
10PX238,2/15/2026,120.86,0
10PX238,2/16/2026,151.95,0
10PX238,2/17/2026,128.85,0
10PX238,2/18/2026,136.38,0
10PX238,2/19/2026,104.09,0
10PX238,2/20/2026,123.91,0
10PX238,2/21/2026,178.45,0
10PX238,2/22/2026,146.41,0
10PX238,2/23/2026,30.09,0
10PH421,2/1/2026,118.18,0
10PH421,2/2/2026,107.67,0
10PH421,2/3/2026,93.14,0
10PH421,2/4/2026,91.04,0
10PH421,2/5/2026,97.12,0
10PH421,2/6/2026,89.87,0
10PH421,2/7/2026,64.54,0
10PH421,2/8/2026,95.81,0
10PH421,2/9/2026,89.91,0
10PH421,2/10/2026,82.8,0
10PH421,2/11/2026,111.18,0
10PH421,2/12/2026,105.57,0
10PH421,2/13/2026,127.83,0
10PH421,2/14/2026,156.78,0
10PH421,2/15/2026,126.26,0
10PH421,2/16/2026,94.26,0
10PH421,2/17/2026,82.93,0
10PH421,2/18/2026,147.91,0
10PH421,2/19/2026,82.09,0
10PH421,2/20/2026,88.66,0
10PH421,2/21/2026,153.11,0
10PH421,2/22/2026,94.6,0
10PH421,2/23/2026,22.1,0
90AL958,2/1/2026,0,0
90AL958,2/2/2026,27.49,0
90AL958,2/3/2026,18.01,0
90AL958,2/4/2026,71.48,0
90AL958,2/5/2026,32.83,0
90AL958,2/6/2026,63.59,0
90AL958,2/7/2026,0,0
90AL958,2/8/2026,0,0
90AL958,2/9/2026,65.89,0
90AL958,2/10/2026,67.6,0
90AL958,2/11/2026,64.45,0
90AL958,2/12/2026,28.91,0
90AL958,2/13/2026,0,0
90AL958,2/14/2026,0,0
90AL958,2/15/2026,0,0
90AL958,2/16/2026,0,0
90AL958,2/17/2026,0.09,0
90AL958,2/18/2026,0.01,0
90AL958,2/19/2026,0.01,0
90AL958,2/20/2026,0,0
90AL958,2/21/2026,0.08,0
90AL958,2/22/2026,0,0
90AL958,2/23/2026,0,0
10PK093,2/1/2026,0,0
10PK093,2/2/2026,113.26,0
10PK093,2/3/2026,183.76,0
10PK093,2/4/2026,102.09,0
10PK093,2/5/2026,138.8,0
10PK093,2/6/2026,102.25,0
10PK093,2/7/2026,0,0
10PK093,2/8/2026,0,0
10PK093,2/9/2026,106.16,0
10PK093,2/10/2026,110.17,0
10PK093,2/11/2026,141.73,0
10PK093,2/12/2026,125.21,0
10PK093,2/13/2026,132.25,0
10PK093,2/14/2026,0,0
10PK093,2/15/2026,0,0
10PK093,2/16/2026,140.12,0
10PK093,2/17/2026,163.11,0
10PK093,2/18/2026,155.59,0
10PK093,2/19/2026,120.12,0
10PK093,2/20/2026,79.83,0
10PK093,2/21/2026,0,0
10PK093,2/22/2026,0,0
10PK093,2/23/2026,41.27,0
10PH076,2/2/2026,182.71,0
10PH076,2/3/2026,152.93,0
10PH076,2/4/2026,182.59,0
10PH076,2/5/2026,184.78,0
10PH076,2/6/2026,153.19,0
10PH076,2/9/2026,152.52,0
10PH076,2/10/2026,176.04,0
10PH076,2/11/2026,198.25,0
10PH076,2/12/2026,114.67,0
10PH076,2/13/2026,164.44,0
10PH076,2/16/2026,177.03,0
10PH076,2/17/2026,187.57,0
10PH076,2/18/2026,168.97,0
10PH076,2/19/2026,109.49,0
10PH076,2/20/2026,199.57,0
90AH977,2/1/2026,13.6,0
90AH977,2/2/2026,12.29,0
90AH977,2/3/2026,38.59,0
90AH977,2/4/2026,35.25,0
90AH977,2/5/2026,12.76,0
90AH977,2/6/2026,38.88,0
90AH977,2/7/2026,29.27,0
90AH977,2/8/2026,32.16,0
90AH977,2/9/2026,32.64,0
90AH977,2/10/2026,17.46,0
90AH977,2/11/2026,9.38,0
90AH977,2/12/2026,21.14,0
90AH977,2/13/2026,18.7,0
90AH977,2/14/2026,32.7,0
90AH977,2/15/2026,11.93,0
90AH977,2/16/2026,22.35,0
90AH977,2/17/2026,8.72,0
90AH977,2/18/2026,42.52,0
90AH977,2/19/2026,8.87,0
90AH977,2/20/2026,43.29,0
90AH977,2/21/2026,14.29,0
90AH977,2/22/2026,14.5,0
90AH977,2/23/2026,0,0
10PC436,2/1/2026,0,0
10PC436,2/2/2026,235.6,0
10PC436,2/3/2026,142.41,0
10PC436,2/4/2026,75.41,0
10PC436,2/5/2026,0.16,0
10PC436,2/6/2026,85.53,0
10PC436,2/7/2026,0.07,0
10PC436,2/8/2026,0,0
10PC436,2/9/2026,30.36,0
10PC436,2/10/2026,0,0
10PC436,2/11/2026,78.43,0
10PC436,2/12/2026,199.79,0
10PC436,2/13/2026,170.06,0
10PC436,2/14/2026,0,0
10PC436,2/15/2026,0.16,0
10PC436,2/16/2026,58.6,0
10PC436,2/17/2026,91.4,0
10PC436,2/18/2026,83.45,0
10PC436,2/19/2026,103.53,0
10PC436,2/20/2026,197.58,0
10PC436,2/21/2026,0,0
10PC436,2/22/2026,0,0
10PC436,2/23/2026,0,0
90AN149,2/1/2026,0,0
90AN149,2/2/2026,156.56,0
90AN149,2/3/2026,129.26,0
90AN149,2/4/2026,148.21,0
90AN149,2/5/2026,175.21,0
90AN149,2/6/2026,159.72,0
90AN149,2/7/2026,85.46,0
90AN149,2/8/2026,0,0
90AN149,2/9/2026,182.31,0
90AN149,2/10/2026,167.4,0
90AN149,2/11/2026,135.56,0
90AN149,2/12/2026,180.59,0
90AN149,2/13/2026,150.13,0
90AN149,2/14/2026,90.25,0
90AN149,2/15/2026,0,0
90AN149,2/16/2026,147.33,0
90AN149,2/17/2026,170.74,0
90AN149,2/18/2026,123.95,0
90AN149,2/19/2026,168.72,0
90AN149,2/20/2026,166.67,0
90AN149,2/21/2026,11.31,0
90AN149,2/22/2026,0,0
90AN149,2/23/2026,31.18,0
90AB643,2/1/2026,0,0
90AB643,2/2/2026,86.32,0
90AB643,2/3/2026,89.69,0
90AB643,2/4/2026,71.74,0
90AB643,2/5/2026,116.96,0
90AB643,2/6/2026,54.8,0
90AB643,2/7/2026,0,0
90AB643,2/8/2026,0,0
90AB643,2/9/2026,89.13,0
90AB643,2/10/2026,91.55,0
90AB643,2/11/2026,110.28,0
90AB643,2/12/2026,96.97,0
90AB643,2/13/2026,85.45,0
90AB643,2/14/2026,0,0
90AB643,2/15/2026,0,0
90AB643,2/16/2026,118.58,0
90AB643,2/17/2026,103.7,0
90AB643,2/18/2026,95.84,0
90AB643,2/19/2026,70.66,0
90AB643,2/20/2026,105.82,0
90AB643,2/21/2026,0,0
90AB643,2/22/2026,0,0
90AB643,2/23/2026,14.91,0
90AF621,2/1/2026,0,0
90AF621,2/2/2026,185.3,0
90AF621,2/3/2026,48.54,0
90AF621,2/4/2026,62.79,0
90AF621,2/5/2026,87.68,0
90AF621,2/6/2026,99.75,0
90AF621,2/7/2026,0,0
90AF621,2/8/2026,0,0
90AF621,2/9/2026,115.39,0
90AF621,2/10/2026,43.51,0
90AF621,2/11/2026,104.78,0
90AF621,2/12/2026,207.94,0
90AF621,2/13/2026,87.58,0
90AF621,2/14/2026,0,0
90AF621,2/15/2026,0,0
90AF621,2/16/2026,136.55,0
90AF621,2/17/2026,220.2,0
90AF621,2/18/2026,149.13,0
90AF621,2/19/2026,131.29,0
90AF621,2/20/2026,77.36,0
90AF621,2/21/2026,0,0
90AF621,2/22/2026,0,0
90AF621,2/23/2026,0,0
90JS520,2/1/2026,177.32,0
90JS520,2/2/2026,49.61,0
90JS520,2/3/2026,47.86,0
90JS520,2/4/2026,131.58,0
90JS520,2/5/2026,137.52,0
90JS520,2/6/2026,96.35,0
90JS520,2/7/2026,170.1,0
90JS520,2/8/2026,0,0
90JS520,2/9/2026,151.82,0
90JS520,2/10/2026,156.2,0
90JS520,2/11/2026,160.83,0
90JS520,2/12/2026,117.56,0
90JS520,2/13/2026,169.6,0
90JS520,2/14/2026,0,0
90JS520,2/15/2026,0,0
90JS520,2/16/2026,143.08,0
90JS520,2/17/2026,130.17,0
90JS520,2/18/2026,143.45,0
90JS520,2/19/2026,125.76,0
90JS520,2/20/2026,148.61,0
90JS520,2/21/2026,0,0
90JS520,2/22/2026,0,0
90JS520,2/23/2026,0,0
90AH768,2/1/2026,0,0
90AH768,2/2/2026,68.24,0
90AH768,2/3/2026,102.08,0
90AH768,2/4/2026,47.01,0
90AH768,2/5/2026,66.97,0
90AH768,2/6/2026,48.09,0
90AH768,2/7/2026,0,0
90AH768,2/8/2026,0,0
90AH768,2/9/2026,74.22,0
90AH768,2/10/2026,56.64,0
90AH768,2/11/2026,59.23,0
90AH768,2/12/2026,68.03,0
90AH768,2/13/2026,98.31,0
90AH768,2/14/2026,0,0
90AH768,2/15/2026,0,0
90AH768,2/16/2026,55.56,0
90AH768,2/17/2026,88.18,0
90AH768,2/18/2026,80.86,0
90AH768,2/19/2026,123.47,0
90AH768,2/20/2026,75.29,0
90AH768,2/21/2026,0,0
90AH768,2/22/2026,0,0
90AH768,2/23/2026,0,0
10PC684,2/1/2026,0,0
10PC684,2/2/2026,115.56,0
10PC684,2/3/2026,114.84,0
10PC684,2/4/2026,43.02,0
10PC684,2/5/2026,144.29,0
10PC684,2/6/2026,72.26,0
10PC684,2/7/2026,0,0
10PC684,2/8/2026,0,0
10PC684,2/9/2026,186.43,0
10PC684,2/10/2026,344.2,0
10PC684,2/11/2026,415.61,0
10PC684,2/12/2026,414.01,0
10PC684,2/13/2026,237.12,0
10PC684,2/14/2026,0,0
10PC684,2/15/2026,0,0
10PC684,2/16/2026,131.1,0
10PC684,2/17/2026,116.3,0
10PC684,2/18/2026,133.59,0
10PC684,2/19/2026,61.93,0
10PC684,2/20/2026,76.59,0
10PC684,2/21/2026,0,0
10PC684,2/22/2026,0,0
10PC684,2/23/2026,0,0
90PJ564,2/1/2026,0,0
90PJ564,2/2/2026,112.39,0
90PJ564,2/3/2026,137.36,0
90PJ564,2/4/2026,132.34,0
90PJ564,2/5/2026,148.35,0
90PJ564,2/6/2026,95.13,0
90PJ564,2/7/2026,0.06,0
90PJ564,2/8/2026,0,0
90PJ564,2/9/2026,135.19,0
90PJ564,2/10/2026,128.27,0
90PJ564,2/11/2026,141.34,0
90PJ564,2/12/2026,141.31,0
90PJ564,2/13/2026,78.16,0
90PJ564,2/14/2026,0,0
90PJ564,2/15/2026,0,0
90PJ564,2/16/2026,102.51,0
90PJ564,2/17/2026,124.26,0
90PJ564,2/18/2026,88.93,0
90PJ564,2/19/2026,166.2,0
90PJ564,2/20/2026,141.94,0
90PJ564,2/21/2026,0,0
90PJ564,2/22/2026,0.01,0
90PJ564,2/23/2026,11.37,0
90AV890,2/2/2026,80.09,0
90AV890,2/3/2026,73.61,0
90AV890,2/4/2026,71.25,0
90AV890,2/5/2026,77.72,0
90AV890,2/6/2026,109.06,0
90AV890,2/7/2026,0,0
90AV890,2/8/2026,0,0
90AV890,2/9/2026,91.92,0
90AV890,2/10/2026,110.02,0
90AV890,2/11/2026,92.46,0
90AV890,2/12/2026,79.21,0
90AV890,2/13/2026,97,0
90AV890,2/14/2026,0,0
90AV890,2/15/2026,0,0
90AV890,2/16/2026,70.02,0
90AV890,2/17/2026,130.39,0
90AV890,2/18/2026,74.26,0
90AV890,2/19/2026,67.04,0
90AV890,2/20/2026,95.31,0
90AV890,2/21/2026,0,0
90AV890,2/22/2026,0,0
90AV890,2/23/2026,0,0
10PK724,2/1/2026,0,0
10PK724,2/2/2026,81.03,0
10PK724,2/3/2026,107.28,0
10PK724,2/4/2026,91.4,0
10PK724,2/5/2026,108.47,0
10PK724,2/6/2026,167.36,0
10PK724,2/7/2026,0.14,0
10PK724,2/8/2026,0,0
10PK724,2/9/2026,181.36,0
10PK724,2/10/2026,102.9,0
10PK724,2/11/2026,109.74,0
10PK724,2/12/2026,98.62,0
10PK724,2/13/2026,120.64,0
10PK724,2/14/2026,0.2,0
10PK724,2/15/2026,0,0
10PK724,2/16/2026,44.15,0
10PK724,2/17/2026,0,0
10PK724,2/18/2026,0,0
10PK724,2/19/2026,0,0
10PK724,2/20/2026,0,0
10PK724,2/21/2026,0.14,0
90AX428,2/1/2026,0,0
90AX428,2/2/2026,116.99,0
90AX428,2/3/2026,181.2,0
90AX428,2/4/2026,184.35,0
90AX428,2/5/2026,45.21,0
90AX428,2/6/2026,55,0
90AX428,2/7/2026,0,0
90AX428,2/8/2026,0,0
90AX428,2/9/2026,510.83,0
90AX428,2/10/2026,516.48,0
90AX428,2/11/2026,175.87,0
90AX428,2/12/2026,155.69,0
90AX428,2/13/2026,171.87,0
90AX428,2/14/2026,0,0
90AX428,2/15/2026,0,0
90AX428,2/16/2026,79.89,0
90AX428,2/17/2026,176.77,0
90AX428,2/18/2026,122.86,0
90AX428,2/19/2026,144.66,0
90AX428,2/20/2026,176.13,0
90AX428,2/21/2026,0,0
90AX428,2/22/2026,0,0
90AX428,2/23/2026,2.91,0
10PN638,2/1/2026,0,0
10PN638,2/2/2026,172.23,0
10PN638,2/3/2026,541.39,0
10PN638,2/4/2026,240.56,0
10PN638,2/5/2026,417.92,0
10PN638,2/6/2026,212.74,0
10PN638,2/7/2026,0,0
10PN638,2/8/2026,0,0
10PN638,2/9/2026,118.06,0
10PN638,2/10/2026,93.55,0
10PN638,2/11/2026,169.53,0
10PN638,2/12/2026,132.8,0
10PN638,2/13/2026,110.68,0
10PN638,2/14/2026,0,0
10PN638,2/15/2026,0,0
10PN638,2/16/2026,105.14,0
10PN638,2/17/2026,117.6,0
10PN638,2/18/2026,202.99,0
10PN638,2/19/2026,94.95,0
10PN638,2/20/2026,114.18,0
10PN638,2/21/2026,0,0
10PN638,2/22/2026,0,0
10PN638,2/23/2026,0,0
10PL962,2/1/2026,465.38,0
10PL962,2/2/2026,206.73,0
10PL962,2/3/2026,51.44,0
10PL962,2/4/2026,61.26,0
10PL962,2/5/2026,139.72,0
10PL962,2/6/2026,92.36,0
10PL962,2/7/2026,0,0
10PL962,2/8/2026,0,0
10PL962,2/9/2026,93.03,0
10PL962,2/10/2026,475.23,0
10PL962,2/11/2026,473.84,0
10PL962,2/12/2026,26.62,0
10PL962,2/13/2026,145.23,0
10PL962,2/14/2026,0,0
10PL962,2/15/2026,0,0
10PL962,2/16/2026,222.16,0
10PL962,2/17/2026,192.79,0
10PL962,2/18/2026,196.46,0
10PL962,2/19/2026,132.1,0
10PL962,2/20/2026,300.59,0
10PL962,2/21/2026,0,0
10PL962,2/22/2026,0,0
10PL962,2/23/2026,0,0
10PB551,2/1/2026,158.97,0
10PB551,2/2/2026,0,0
10PB551,2/3/2026,510.76,0
10PB551,2/4/2026,363.95,0
10PB551,2/5/2026,176.42,0
10PB551,2/6/2026,100.55,0
10PB551,2/7/2026,0,0
10PB551,2/8/2026,0,0
10PB551,2/9/2026,87.82,0
10PB551,2/10/2026,159.34,0
10PB551,2/11/2026,176.08,0
10PB551,2/12/2026,97.77,0
10PB551,2/13/2026,137.38,0
10PB551,2/14/2026,0,0
10PB551,2/15/2026,0,0
10PB551,2/16/2026,343.53,0
10PB551,2/17/2026,355.72,0
10PB551,2/18/2026,239.67,0
10PB551,2/19/2026,282.81,0
10PB551,2/20/2026,150.12,0
10PB551,2/21/2026,0,0
10PB551,2/22/2026,0,0
10PB551,2/23/2026,0,0
10PH518,2/1/2026,0,0
10PH518,2/2/2026,72.29,0
10PH518,2/3/2026,160.19,0
10PH518,2/4/2026,126.4,0
10PH518,2/5/2026,84.22,0
10PH518,2/6/2026,123.19,0
10PH518,2/7/2026,0,0
10PH518,2/8/2026,0,0
10PH518,2/9/2026,73.9,0
10PH518,2/10/2026,103.58,0
10PH518,2/11/2026,90.9,0
10PH518,2/12/2026,104.97,0
10PH518,2/13/2026,108.23,0
10PH518,2/14/2026,0,0
10PH518,2/15/2026,0,0
10PH518,2/16/2026,171.88,0
10PH518,2/17/2026,72.28,0
10PH518,2/18/2026,167.79,0
10PH518,2/19/2026,172.94,0
10PH518,2/20/2026,0,0
10PH518,2/21/2026,0,0
10PH518,2/22/2026,0,0
10PH518,2/23/2026,0,0
10PL951,2/1/2026,0,0
10PL951,2/2/2026,0,0
10PL951,2/3/2026,0,0
10PL951,2/4/2026,0.02,0
10PL951,2/5/2026,0.03,0
10PL951,2/6/2026,0,0
10PL951,2/7/2026,0,0
10PL951,2/8/2026,0,0
10PL951,2/9/2026,0.05,0
10PL951,2/10/2026,0,0
10PL951,2/11/2026,46.71,0
10PL951,2/12/2026,68.99,0
10PL951,2/13/2026,89.37,0
10PL951,2/14/2026,0.08,0
10PL951,2/15/2026,0.05,0
10PL951,2/16/2026,151.29,0
10PL951,2/17/2026,147.99,0
10PL951,2/18/2026,433.66,0
10PL951,2/19/2026,128,0
10PL951,2/20/2026,152.69,0
10PL951,2/21/2026,484.37,0
10PL951,2/22/2026,0,0
10PL951,2/23/2026,0,0
90AV922,2/1/2026,0,0
90AV922,2/2/2026,173.36,0
90AV922,2/3/2026,161.77,0
90AV922,2/4/2026,157.95,0
90AV922,2/5/2026,108.6,0
90AV922,2/6/2026,100.19,0
90AV922,2/7/2026,0,0
90AV922,2/8/2026,0,0
90AV922,2/9/2026,437.92,0
90AV922,2/10/2026,420.44,0
90AV922,2/11/2026,56.81,0
90AV922,2/12/2026,159.44,0
90AV922,2/13/2026,113.41,0
90AV922,2/14/2026,0,0
90AV922,2/15/2026,0,0
90AV922,2/16/2026,204.94,0
90AV922,2/17/2026,170.3,0
90AV922,2/18/2026,172.15,0
90AV922,2/19/2026,180.18,0
90AV922,2/20/2026,168.99,0
90AV922,2/21/2026,0,0
90AV922,2/22/2026,0,0
90AV922,2/23/2026,0,0
10PL982,2/1/2026,112.99,0
10PL982,2/2/2026,304.44,0
10PL982,2/3/2026,221.81,0
10PL982,2/4/2026,135.35,0
10PL982,2/5/2026,89.21,0
10PL982,2/6/2026,165.71,0
10PL982,2/7/2026,0.3,0
10PL982,2/8/2026,0,0
10PL982,2/9/2026,103.08,0
10PL982,2/10/2026,132.71,0
10PL982,2/11/2026,204.6,0
10PL982,2/12/2026,490.97,0
10PL982,2/13/2026,375.13,0
10PL982,2/14/2026,0,0
10PL982,2/15/2026,0,0
10PL982,2/16/2026,332.74,0
10PL982,2/17/2026,119.91,0
10PL982,2/18/2026,175.65,0
10PL982,2/19/2026,168.47,0
10PL982,2/20/2026,203.31,0
10PL982,2/21/2026,0,0
10PL982,2/22/2026,0,0
10PL982,2/23/2026,7.26,0
90YD256,2/1/2026,162.65,0
90YD256,2/2/2026,151.13,0
90YD256,2/3/2026,138.73,0
90YD256,2/4/2026,127.49,0
90YD256,2/5/2026,198.87,0
90YD256,2/6/2026,181.11,0
90YD256,2/7/2026,100.59,0
90YD256,2/8/2026,80.85,0
90YD256,2/9/2026,155.08,0
90YD256,2/10/2026,158.07,0
90YD256,2/11/2026,89.04,0
90YD256,2/12/2026,114.87,0
90YD256,2/13/2026,108.93,0
90YD256,2/14/2026,182.11,0
90YD256,2/15/2026,112.21,0
90YD256,2/16/2026,128.46,0
90YD256,2/17/2026,120.47,0
90YD256,2/18/2026,153.57,0
90YD256,2/19/2026,95.21,0
90YD256,2/20/2026,70.87,0
90YD256,2/21/2026,153.78,0
90YD256,2/22/2026,80.28,0
90YD256,2/23/2026,0,0
90AE792,2/1/2026,49.1,0
90AE792,2/2/2026,0,0
90AE792,2/3/2026,0,0
90AE792,2/4/2026,0,0
90AE792,2/5/2026,0,0
90AE792,2/6/2026,0,0
90AE792,2/7/2026,0,0
90AE792,2/8/2026,0,0
90AE792,2/9/2026,0,0
90AE792,2/10/2026,0,0
90AE792,2/11/2026,0,0
90AE792,2/12/2026,0,0
90AE792,2/13/2026,0,0
90AE792,2/14/2026,0,0
90AE792,2/15/2026,0,0
90AE792,2/16/2026,80.42,0
90AE792,2/17/2026,69.56,0
90AE792,2/18/2026,87.91,0
90AE792,2/19/2026,121.89,0
90AE792,2/20/2026,144.73,0
90AE792,2/21/2026,0,0
90AE792,2/22/2026,0,0
90AE792,2/23/2026,0,0
10PL648,2/1/2026,0,0
10PL648,2/2/2026,363.62,0
10PL648,2/3/2026,192.18,0
10PL648,2/4/2026,104.86,0
10PL648,2/5/2026,79.71,0
10PL648,2/6/2026,123.65,0
10PL648,2/7/2026,0,0
10PL648,2/8/2026,0,0
10PL648,2/9/2026,149.13,0
10PL648,2/10/2026,123.01,0
10PL648,2/11/2026,131.53,0
10PL648,2/12/2026,162.21,0
10PL648,2/13/2026,131.88,0
10PL648,2/14/2026,0,0
10PL648,2/15/2026,0,0
10PL648,2/16/2026,363.08,0
10PL648,2/17/2026,289.72,0
10PL648,2/18/2026,113.63,0
10PL648,2/19/2026,157.08,0
10PL648,2/20/2026,85.79,0
10PL648,2/21/2026,0,0
10PL648,2/22/2026,0,0
10PL648,2/23/2026,0,0
90AV898,2/1/2026,0,0
90AV898,2/2/2026,98.94,0
90AV898,2/3/2026,174.35,0
90AV898,2/4/2026,56.2,0
90AV898,2/5/2026,88.36,0
90AV898,2/6/2026,73.89,0
90AV898,2/7/2026,0,0
90AV898,2/8/2026,0,0
90AV898,2/9/2026,75.35,0
90AV898,2/10/2026,402.06,0
90AV898,2/11/2026,140.55,0
90AV898,2/12/2026,239.5,0
90AV898,2/13/2026,184.38,0
90AV898,2/14/2026,0,0
90AV898,2/15/2026,0,0
90AV898,2/16/2026,253.9,0
90AV898,2/17/2026,227.72,0
90AV898,2/18/2026,131.38,0
90AV898,2/19/2026,0,0
90AV898,2/20/2026,126.67,0
90AV898,2/21/2026,0,0
90AV898,2/22/2026,0,0
90AV898,2/23/2026,0,0
10PL071,2/1/2026,0,0
10PL071,2/2/2026,139.83,0
10PL071,2/3/2026,147.29,0
10PL071,2/4/2026,133.67,0
10PL071,2/5/2026,181.15,0
10PL071,2/6/2026,83.28,0
10PL071,2/7/2026,0,0
10PL071,2/8/2026,0,0
10PL071,2/9/2026,183.43,0
10PL071,2/10/2026,80.79,0
10PL071,2/11/2026,151.89,0
10PL071,2/12/2026,128.04,0
10PL071,2/13/2026,79.77,0
10PL071,2/14/2026,0,0
10PL071,2/15/2026,0,0
10PL071,2/16/2026,99.33,0
10PL071,2/17/2026,212.14,0
10PL071,2/18/2026,151.57,0
10PL071,2/19/2026,209.21,0
10PL071,2/20/2026,180.63,0
10PL071,2/21/2026,0,0
10PL071,2/22/2026,0,0
10PL071,2/23/2026,0,0
10PN637,2/1/2026,0,0
10PN637,2/2/2026,42.64,0
10PN637,2/3/2026,157.13,0
10PN637,2/4/2026,113.98,0
10PN637,2/5/2026,87.27,0
10PN637,2/6/2026,112.23,0
10PN637,2/7/2026,0,0
10PN637,2/8/2026,0,0
10PN637,2/9/2026,381.37,0
10PN637,2/10/2026,309.99,0
10PN637,2/11/2026,178.76,0
10PN637,2/12/2026,113.04,0
10PN637,2/13/2026,157.42,0
10PN637,2/14/2026,0,0
10PN637,2/15/2026,0,0
10PN637,2/16/2026,50.93,0
10PN637,2/17/2026,104.32,0
10PN637,2/18/2026,124.07,0
10PN637,2/19/2026,100.03,0
10PN637,2/20/2026,74.17,0
10PN637,2/21/2026,0,0
10PN637,2/22/2026,0,0
10PN637,2/23/2026,0,0
77JB491,2/1/2026,3.87,0
77JB491,2/2/2026,59.54,0
77JB491,2/3/2026,8.45,0
77JB491,2/4/2026,51.46,0
77JB491,2/5/2026,8.48,0
77JB491,2/6/2026,20.27,0
77JB491,2/9/2026,0.73,0
77JB491,2/10/2026,8.4,0
77JB491,2/12/2026,1.96,0
77JB491,2/13/2026,9.06,0
77JB491,2/14/2026,8.67,0
77JB491,2/15/2026,8.39,0
77JB491,2/16/2026,11.74,0
77JB491,2/18/2026,7.95,0
77JB491,2/19/2026,7.97,0
77JB491,2/20/2026,1.09,0
77JB491,2/23/2026,8.75,0
10PH517,2/1/2026,0,0
10PH517,2/2/2026,130.27,0
10PH517,2/3/2026,155.85,0
10PH517,2/4/2026,148.97,0
10PH517,2/5/2026,162.74,0
10PH517,2/6/2026,99.16,0
10PH517,2/7/2026,0,0
10PH517,2/8/2026,0,0
10PH517,2/9/2026,95.11,0
10PH517,2/10/2026,99.97,0
10PH517,2/11/2026,81.01,0
10PH517,2/12/2026,132.8,0
10PH517,2/13/2026,120.66,0
10PH517,2/14/2026,0,0
10PH517,2/15/2026,0,0
10PH517,2/16/2026,82.39,0
10PH517,2/17/2026,125.77,0
10PH517,2/18/2026,102.01,0
10PH517,2/19/2026,105.66,0
10PH517,2/20/2026,99.33,0
10PH517,2/21/2026,0,0
10PH517,2/22/2026,0,0
10PH517,2/23/2026,9.34,0
10PH137,2/1/2026,0,0
10PH137,2/2/2026,486.22,0
10PH137,2/3/2026,416.35,0
10PH137,2/4/2026,179.18,0
10PH137,2/5/2026,170.19,0
10PH137,2/6/2026,0.14,0
10PH137,2/7/2026,0,0
10PH137,2/8/2026,0,0
10PH137,2/9/2026,57.44,0
10PH137,2/10/2026,95.66,0
10PH137,2/11/2026,64.91,0
10PH137,2/12/2026,160.31,0
10PH137,2/13/2026,158.92,0
10PH137,2/14/2026,0,0
10PH137,2/15/2026,0,0
10PH137,2/16/2026,419.82,0
10PH137,2/17/2026,131.45,0
10PH137,2/18/2026,141.1,0
10PH137,2/19/2026,386.99,0
10PH137,2/20/2026,156.84,0
10PH137,2/21/2026,0,0
10PH137,2/22/2026,0,0
10PH137,2/23/2026,0,0
10PH136,2/1/2026,77.94,0
10PH136,2/2/2026,39.06,0
10PH136,2/3/2026,39.97,0
10PH136,2/4/2026,60.68,0
10PH136,2/5/2026,31.64,0
10PH136,2/6/2026,53.22,0
10PH136,2/7/2026,44.18,0
10PH136,2/8/2026,19.85,0
10PH136,2/9/2026,40.52,0
10PH136,2/10/2026,25.94,0
